SPECIMEN_REFERENCE_DNA_NO,RECEIVED_SCALES,RECEIVED_DNA,RECEIVED_OTOLITH,READ_SCALES,READ_DNA,READ_OTOLITH,OTOLITH_LAB_NUMBER,SCALE_SUBMISSION_NUMBER,PROGRAM,BIOKEY,ID2,FISH_NO,AREA_NAME,REFERENCE_NO,YEAR,MONTH,COLLECTION_DATE,DAYOFYEAR,SAMPLE_TYPE,AREA,SUBAREA,FISHING_LOCATION,SAMPLER_NAME,SAMPLER_TYPE,SAMPLER_ID,LANDING_SITE,GUIDED,SPECIES,DISPOSITION,SIZE_CAT,ADIPOSE_FIN_CLIPPED,LENGTH_MM,MGMT_SIZE_3,MGMT_SIZE_2,SEX,RESOLVED_STOCK_ORIGIN,RESOLVED_STOCK_ROLLUP,RESOLVED_STOCK_SOURCE,HATCHERY_ORIGIN,RESOLVED_AGE,OTOLITH_BOX,OTOLITH_SPECIMEN,FACILITY,THERMALMARK,OTO_STOCK,OTOLITH_RESOLVED_RESULT,SCALE_BOOK,SCALE_NO,SCALE_SOURCE,SCALE_FORMAT,AGE_GR,PART_AGE_CODE,CWT_HEAD_LABEL,CWT_RESULT,CWT_REGION,CWT_BROOD_YEAR,DNA_CONTAINER_TYPE,PBT_BROOD_YEAR,PBT_SEX,RESOLVED_STOCK_REGION,DNA_RESULTS_STOCK_1,REGION_1_NAME,REGION_1_ROLLUP,PROB_1,DNA_STOCK_2,REGION_2_NAME,REGION_2_ROLLUP,PROB_2,DNA_STOCK_3,REGION_3_NAME,REGION_3_ROLLUP,PROB_3,DNA_STOCK_4,REGION_4_NAME,REGION_4_ROLLUP,PROB_4,DNA_STOCK_5,REGION_5_NAME,REGION_5_ROLLUP,PROB_5,PHOTO_NO,COMMENTS,Size Class
289156,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680158820707,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,410,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9966682,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0033115,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000174,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000022,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000006,,,Sub-Legal
289157,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680158820808,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,490,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.906691,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.086167,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0067722,GREEN_RIVER,Snohomish River,Puget Sound,0.0003681,GREEN_RIVER,Skykomish River,Puget Sound,0.0000011,,,Legal
289158,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680158820909,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,400,sub legal,sub legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,presumed_female,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289159,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680158821010,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,370,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9940889,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0058967,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000139,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000005,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000001,,,Sub-Legal
289160,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480101,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,390,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.775454,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.1367449,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0704272,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0173736,SKYKOMISH_RIVER,White River,Puget Sound,0.0000003,,,Sub-Legal
289161,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480202,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,360,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9080854,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0887352,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0018593,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0008129,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0005069,,,Sub-Legal
289162,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480303,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,390,sub legal,sub legal,Unk,Skykomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.7428918,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.2352625,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0175408,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0043033,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0000011,,,Sub-Legal
289163,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480404,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,320,sub legal,sub legal,Unk,"Abernathy Creek ""Fall Run""",Columbia River,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Columbia River,ABERNATHY_RIVER,"Abernathy Creek ""Fall Run""",Columbia River,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289164,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480505,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,390,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.7386908,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.2612946,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000126,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000021,SNOHOMISH_RIVER,,,,,,Sub-Legal
289165,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480606,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 2,N/A,Y,620,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9103758,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0454997,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0441181,GREEN_RIVER,Skykomish River,Puget Sound,0.0000046,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000018,,,Legal
289166,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159480707,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,370,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9993352,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0004272,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0002312,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000056,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000009,,,Sub-Legal
289167,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540101,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,810,super legal,legal,Unk,Thompson River South,Fraser Summer 4.1,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Fraser Summer 4.1,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,Thompson River South,Fraser Summer 4.1,0.7467741,ADAMS_RIVER,Adams River,Fraser Summer 4.1,0.241815,LITTLE_RIVER,Little River,Fraser Summer 4.1,0.0113131,LITTLE_RIVER,Shuswap River Lower,Fraser Summer 4.1,0.0000977,LITTLE_RIVER,Duteau Creek,Fraser Spring 4.2,0.0000001,,,Legal
289168,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540202,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,370,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9670296,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0243539,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0086075,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000086,SNOHOMISH_RIVER,,,0.0000003,,,Sub-Legal
289169,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540303,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,390,sub legal,sub legal,Unk,Big Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,presumed_female,ECVI Fall,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289170,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540404,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,370,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.5715514,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.4284486,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,SNOHOMISH_RIVER,,,,,,Sub-Legal
289171,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540505,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 2,N/A,Y,370,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.697827,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.2967722,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0037061,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0016935,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000012,,,Sub-Legal
289172,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540606,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,740,legal,legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,1,,,,,,,,,,,,,,,,,,,Legal
289173,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540707,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 3,N/A,N,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9315511,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.058659,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.009518,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0001729,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000991,,,Sub-Legal
289174,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540808,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,340,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.8596515,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.1095159,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0195411,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0112862,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000052,,,Sub-Legal
289175,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159540909,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 2,N/A,Y,370,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9988727,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0011247,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000019,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000007,SNOHOMISH_RIVER,,,,,,Sub-Legal
289176,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159541010,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 3,N/A,Y,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9943682,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0030235,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0025048,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000866,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000169,,,Sub-Legal
289177,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750101,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.7733593,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.2180279,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0068608,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.001748,GREEN_RIVER,,,0.0000038,,,Sub-Legal
289178,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750202,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 2,N/A,N,350,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289179,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750303,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,330,sub legal,sub legal,Unk,Thompson River South,Fraser Summer 4.1,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Fraser Summer 4.1,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,Thompson River South,Fraser Summer 4.1,0.8211885,ADAMS_RIVER,Adams River,Fraser Summer 4.1,0.1224815,LITTLE_RIVER,Little River,Fraser Summer 4.1,0.05633,LITTLE_RIVER,,,,LITTLE_RIVER,,,,,,Sub-Legal
289180,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750404,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.997832,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0020514,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.000093,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000236,SNOHOMISH_RIVER,,,,,,Sub-Legal
289181,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750505,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,N,650,legal,legal,Unk,"Chilliwack River ""Summer""",Fraser Summer 5.2,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2019,male,Fraser Summer 5.2,CHILLIWACK_RIVER_SUMMER,"Chilliwack River ""Summer""",Fraser Summer 5.2,1,,,,,,,,,,,,,,,,,,,Legal
289182,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750606,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 2,N/A,Y,770,legal,legal,Unk,"Abernathy Creek ""Fall Run""",Columbia River,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Columbia River,ABERNATHY_RIVER,"Abernathy Creek ""Fall Run""",Columbia River,1,,,,,,,,,,,,,,,,,,,Legal
289183,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750707,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 2,N/A,Y,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.7475399,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.1591236,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0925534,GREEN_RIVER,Snohomish River,Puget Sound,0.0003966,GREEN_RIVER,White River,Puget Sound,0.0003859,,,Sub-Legal
289184,N/S,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680159750808,TRUE,TRUE,,,2023,July,2023-07-27 00:00:00,208,Sport,20,20DO,Becher Bay,Martin Paish,Guide,828,Logbook,Y,124,Release Cond 1,N/A,Y,330,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.9999995,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000004,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0000001,SKYKOMISH_RIVER,,,,SKYKOMISH_RIVER,,,,,,Sub-Legal
289261,Y,N-Lost,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155160404,TRUE,TRUE,,,2023,July,2023-07-11 00:00:00,192,Sport,18,18B,Arbutus I.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,Y,530,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,1031449,2,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
289262,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155160505,TRUE,TRUE,,,2023,July,2023-07-11 00:00:00,192,Sport,18,18B,Arbutus I.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,Y,380,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.6756748,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.3240816,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0002401,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000034,SNOHOMISH_RIVER,,,,,,Sub-Legal
289263,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155200101,TRUE,TRUE,,,2023,July,2023-07-12 00:00:00,193,Sport,18,18B,Isabella Pt.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,Y,360,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.4756785,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.2671289,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.2367396,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0203792,GREEN_RIVER-KENDAL,,,0.0000656,,,Sub-Legal
289264,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155200202,TRUE,TRUE,,,2023,July,2023-07-12 00:00:00,193,Sport,19,19A,Coal Pt.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,N,740,legal,legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,1031449,3,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999969,PUNTLEDGE_RIVER_FALL,Puntledge River,ECVI Fall,0.0000013,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0000007,LITTLE_QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000007,LITTLE_QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000004,,,Legal
289265,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155860101,TRUE,TRUE,,,2023,July,2023-07-13 00:00:00,194,Sport,18,18B,Isabella Pt.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,N,360,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9949699,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0050288,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.000001,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000004,GREEN_RIVER-KENDAL,,,,,,Sub-Legal
289266,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155860202,TRUE,TRUE,,,2023,July,2023-07-13 00:00:00,194,Sport,18,18B,Isabella Pt.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,Y,340,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,No sample,NO SAMPLE,No sample,No sample,0,,,,,,,,,,,,,,,,,,,Sub-Legal
289267,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155860404,TRUE,TRUE,,,2023,July,2023-07-13 00:00:00,194,Sport,18,18B,Arbutus I.,Nick Noble,Guide,1569,Logbook,Y,124,Release Cond 1,N/A,Y,420,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9694848,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0304438,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000677,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000036,SNOHOMISH_RIVER,,,,,,Sub-Legal
