Assigning lat-longs to AA/CREST biological sample data,,,,,,,,,,,,,,
issue:  many locations used in logs and by observers are not listed in CREST and so don't have any ability to geo-reference.   The yellow is the proposed work to identify lat-longs for each location used.,,,,,,,,,,,,,,
there were about 780 such location names.   Cursory review identified suitable locations for about 300.   480 location names remain which need some lat-longs.,,,,,,,,,,,,,,
the task is to fill in the 480 blank or #NA rows in columns K-O.   Or at least as many as possible.   Some will not be possible. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,2,4,3,5,6,7,8,9,10,4,11,12,13,
29.SW of N. Arm,SW of N. Arm,29,29D,7,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.T-10,T-10,29,29D,69,T-10,29DE,-123.3222198,49.18574273,T-10,29,29DE,-123.3222198,49.18574273,
29.T-10/Iona Area,T-10/Iona Area,29,29D,18,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Thrasher,Thrasher,29,29D,7,Thrasher,29DW,-123.612269,49.14971,Thrasher,29,29DW,-123.612269,49.14971,
29.Thrasher - Offshore,Thrasher - Offshore,29,29D,9,#N/A,#N/A,#N/A,#N/A,Thrasher,29,#N/A,-,-,
29.Thrasher Rock,Thrasher Rock,29,29D,10,#N/A,#N/A,#N/A,#N/A,Thrasher,29,#N/A,-,-,
29.Thrasher Rock - Offshore,Thrasher Rock - Offshore,29,29D,5,#N/A,#N/A,#N/A,#N/A,Thrasher,29,#N/A,-,-,
29.Tunstall Bay,Tunstall Bay,29,29D,3,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.West of Bell Buoy,West of Bell Buoy,29,29D,2,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Between North Arm and Iona,Between North Arm and Iona,29,29DE,11,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Bowen I.,Bowen I.,29,29DE,1,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Fraser River,Fraser River,29,29DE,1,Fraser River,29-13,-123.0527798,49.13265459,Fraser River,29,29-13,-123.0527798,49.13265459,
29.Hump,Hump,29,29DE,14,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Hump - 5 miles S. of Cape Roger Curtis,Hump - 5 miles S. of Cape Roger Curtis,29,29DE,2,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Iona Area,Iona Area,29,29DE,93,#N/A,#N/A,#N/A,#N/A,Iona I.,29,29DE,-123.2081813,49.21067194,
29.Iona I.,Iona I.,29,29DE,48,Iona I.,29DE,-123.2081813,49.21067194,Iona I.,29,29DE,-123.2081813,49.21067194,
29.Iona to T-10,Iona to T-10,29,29DE,56,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Lightship,Lightship,29,29DE,15,Lightship,29DE,-123.3174851,49.10016969,Lightship,29,29DE,-123.3174851,49.10016969,
29.Mid Channel Marker,Mid Channel Marker,29,29DE,79,Mid Channel Marker,29DE,-123.3245234,49.27278098,Mid Channel Marker,29,29DE,-123.3245234,49.27278098,
29.Mouth of Fraser,Mouth of Fraser,29,29DE,3,#N/A,#N/A,#N/A,#N/A,North Arm Jetty,29,29DE,-123.2834976,49.25236443,
29.N. Arm,N. Arm,29,29DE,13,#N/A,#N/A,#N/A,#N/A,North Arm Jetty,29,29DE,-123.2834976,49.25236443,
29.N. Arm Fraser River,N. Arm Fraser River,29,29DE,7,#N/A,#N/A,#N/A,#N/A,North Arm Jetty,29,29DE,-123.2834976,49.25236443,
29.North Arm,North Arm,29,29DE,6,#N/A,#N/A,#N/A,#N/A,North Arm Jetty,29,29DE,-123.2834976,49.25236443,
29.North Arm Jetty,North Arm Jetty,29,29DE,138,North Arm Jetty,29DE,-123.2834976,49.25236443,North Arm Jetty,29,29DE,-123.2834976,49.25236443,
29.North Arm to Iona,North Arm to Iona,29,29DE,1,#N/A,#N/A,#N/A,#N/A,North Arm Jetty,29,29DE,-123.2834976,49.25236443,
29.Popham offshore,Popham offshore,29,29DE,19,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.S. of North Arm,S. of North Arm,29,29DE,3,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Sandheads,Sandheads,29,29DE,112,Sandheads,29DE,-123.3174851,49.10016969,Sandheads,29,29DE,-123.3174851,49.10016969,
29.South Arm of Fraser River,South Arm of Fraser River,29,29DE,1,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.South of North Arm,South of North Arm,29,29DE,62,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Sturgeon Bank,Sturgeon Bank,29,29DE,20,Sturgeon Bank,29DE,-123.266019,49.15673451,Sturgeon Bank,29,29DE,-123.266019,49.15673451,
29.T-10,T-10,29,29DE,46,T-10,29DE,-123.3222198,49.18574273,T-10,29,29DE,-123.3222198,49.18574273,
29.T-10 Area,T-10 Area,29,29DE,14,#N/A,#N/A,#N/A,#N/A,T-10,29,29DE,-123.3222198,49.18574273,
29.Westham I.,Westham I.,29,29DE,4,Westham I.,29DE,-123.1736643,49.07102051,Westham I.,29,29DE,-123.1736643,49.07102051,
29.Offshore Thrasher,Offshore Thrasher,29,29DW,6,#N/A,#N/A,#N/A,#N/A,Thrasher,29,29DW,-123.612269,49.14971,
29.Thrasher,Thrasher,29,29DW,15,Thrasher,29DW,-123.612269,49.14971,Thrasher,29,29DW,-123.612269,49.14971,
29.Thrasher Rock,Thrasher Rock,29,29DW,11,#N/A,#N/A,#N/A,#N/A,Thrasher,29,29DW,-123.612269,49.14971,
29.1 mile off Cowans,1 mile off Cowans,29,29E,1,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Bell Buoy,Bell Buoy,29,29E,9,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Bell Buoy to N. Arm,Bell Buoy to N. Arm,29,29E,12,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Between Bell Buoy and QA,Between Bell Buoy and QA,29,29E,27,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Between QA and Bell Buoy,Between QA and Bell Buoy,29,29E,1,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Cape Roger Curtis,Cape Roger Curtis,29,29E,29,Cape Roger Curtis,29B,-123.4314664,49.3353479,Cape Roger Curtis,29,29B,-123.4314664,49.3353479,
29.Cowan Pt.,Cowan Pt.,29,29E,140,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Cowan Pt. area,Cowan Pt. area,29,29E,25,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Cowans Point,Cowans Point,29,29E,2,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Fairweather Bay,Fairweather Bay,29,29E,66,Fairweather Bay,29B,-123.3924869,49.33037733,Fairweather Bay,29,29B,-123.3924869,49.33037733,
29.Hump,Hump,29,29E,8,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Iona Jetty,Iona Jetty,29,29E,4,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.N. Arm Jetty,N. Arm Jetty,29,29E,7,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.North Arm,North Arm,29,29E,30,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Offshore between N. Arm and Iona Jetty,Offshore between N. Arm and Iona Jetty,29,29E,3,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Point Grey,Point Grey,29,29E,4,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Point Grey Bell Buoy,Point Grey Bell Buoy,29,29E,8,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Pt. Grey,Pt. Grey,29,29E,8,Pt. Grey,29E,-123.2693791,49.26311492,Pt. Grey,29,29E,-123.2693791,49.26311492,
29.Pt. Grey Bell Buoy,Pt. Grey Bell Buoy,29,29E,36,Pt. Grey Bell Buoy,29E,-123.2801131,49.27807892,Pt. Grey Bell Buoy,29,29E,-123.2801131,49.27807892,
29.Ptg Grey Bell Buoy,Ptg Grey Bell Buoy,29,29E,4,#N/A,#N/A,#N/A,#N/A,Pt. Grey Bell Buoy,29,29E,-123.2801131,49.27807892,
29.QA marker,QA marker,29,29E,48,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.S. Bowen I.,S. Bowen I.,29,29E,110,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Seymour Bay,Seymour Bay,29,29E,2,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.South Bowen,South Bowen,29,29E,16,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.South Bowen Hump to Cowan Pt.,South Bowen Hump to Cowan Pt.,29,29E,1,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.T-10 Marker,T-10 Marker,29,29E,11,#N/A,#N/A,#N/A,#N/A,T-10,29,29DE,-123.3222198,49.18574273,
29.T-10 west side,T-10 west side,29,29E,4,#N/A,#N/A,#N/A,#N/A,T-10,29,29DE,-123.3222198,49.18574273,
29.Two miles off Cowan Pt.,Two miles off Cowan Pt.,29,29E,19,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.West of Point Grey,West of Point Grey,29,29E,4,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.East of Thrasher,East of Thrasher,29,29F,2,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Porlier Edge,Porlier Edge,29,29F,7,Porlier Edge,29F,-123.565729,49.024516,Porlier Edge,29,29F,-123.565729,49.024516,
29.Porlier outside,Porlier outside,29,29F,5,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Porlier Pass,Porlier Pass,29,29F,42,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.Porlier Pass.,Porlier Pass.,29,29F,5,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.SE of Thrasher,SE of Thrasher,29,29F,4,#N/A,#N/A,#N/A,#N/A,Thrasher,29,29DW,-123.612269,49.14971,
29.Thrasher Rock,Thrasher Rock,29,29F,16,#N/A,#N/A,#N/A,#N/A,Thrasher,29,29DW,-123.612269,49.14971,
29.Valdes I.,Valdes I.,29,29F,11,Valdes I.,29F,-123.6657124,49.09591332,Valdes I.,29,29F,-123.6657124,49.09591332,
29.Cape Roger Curtis,Cape Roger Curtis,29,29G,5,Cape Roger Curtis,29B,-123.4314664,49.3353479,Cape Roger Curtis,29,29B,-123.4314664,49.3353479,
29.Porlier Pass,Porlier Pass,29,29G,42,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
29.South of Porlier Pass,South of Porlier Pass,29,29G,2,#N/A,#N/A,#N/A,#N/A,#N/A,29,#N/A,-,-,
111.Area 111,Area 111,111,111A,12,Area 111,111A,-128.918067,51.0172863,Area 111,111,111A,-128.918067,51.0172863,
111.Cape Scott,Cape Scott,111,111A,7,#N/A,#N/A,#N/A,#N/A,Cape Scott,127,127M,-128.4408103,50.77612052,
111.Cape Sutil,Cape Sutil,111,111A,10,#N/A,#N/A,#N/A,#N/A,Cape Sutil,11,11A,-128.047942,50.885933,
111.Christensen Point,Christensen Point,111,111A,42,Christensen Point,111A,-128.2183456,50.84063583,Christensen Point,111,111A,-128.2183456,50.84063583,
111.Nissen Bight,Nissen Bight,111,111A,3,Nissen Bight,111A,-128.303833,50.81981826,Nissen Bight,111,111A,-128.303833,50.81981826,
111.Shuttleworth Bay,Shuttleworth Bay,111,111A,33,Shuttleworth Bay,111A,-128.1349182,50.86079399,Shuttleworth Bay,111,111A,-128.1349182,50.86079399,
121.Bonilla,Bonilla,121,121A,2,Bonilla,121C,-124.7272137,48.59620633,Bonilla,121,121C,-124.7272137,48.59620633,
121.Carmanah - 4 nm offshore,Carmanah - 4 nm offshore,121,121A,1,#N/A,#N/A,#N/A,#N/A,Carmanah - 4 nm offshore,121,121C,-124.759047,48.552004,
121.Clo-oose Bay - 5 nm offshore,Clo-oose Bay - 5 nm offshore,121,121A,10,#N/A,#N/A,#N/A,#N/A,Clo-oose Bay - 5 nm offshore,121,121A,-124.801902,48.592229,
121.Hole in the Wall / Tsusiat Pt. - 3 nm offshore,Hole in the Wall / Tsusiat Pt. - 3 nm offshore,121,121A,1,#N/A,#N/A,#N/A,#N/A,Hole in the Wall / Tsusiat Pt. - 3 nm offshore,121,121A,-124.918151,48.691357,
121.Nitinat Bar - 4 nm offshore,Nitinat Bar - 4 nm offshore,121,121A,1,#N/A,#N/A,#N/A,#N/A,Nitinat Bar - 4 nm offshore,121,121A,-124.835157,48.629753,
121.Pachena Point,Pachena Point,121,121A,3,Pachena Point,121C,-125.0859801,48.71231987,Pachena Point,121,121C,-125.0859801,48.71231987,
121.Swiftsure,Swiftsure,121,121A,641,Swiftsure,121B,-124.9887085,48.5095539,Swiftsure,121,121B,-124.9887085,48.5095539,
121.Pachena Point - 5 nm offshore,Pachena Point - 5 nm offshore,121,121B,1,#N/A,#N/A,#N/A,#N/A,Pachena Point - 5 nm offshore,121,121B,-125.09239,48.646558,
121.Swiftsure,Swiftsure,121,121B,694,Swiftsure,121B,-124.9887085,48.5095539,Swiftsure,121,121B,-124.9887085,48.5095539,
121.Whyac Point / Nitinat - 2 nm offshore,Whyac Point / Nitinat - 2 nm offshore,121,121B,3,#N/A,#N/A,#N/A,#N/A,Whyac Point / Nitinat - 2 nm offshore,121,121C,-124.849566,48.659139,
121.Carmanah,Carmanah,121,121C,6,Carmanah,121C,-124.755315,48.609401,Carmanah,121,121C,-124.755315,48.609401,
121.Pachena Point,Pachena Point,121,121C,5,Pachena Point,121C,-125.0859801,48.71231987,Pachena Point,121,121C,-125.0859801,48.71231987,
123.Big Bank,Big Bank,123,123H,5,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Flat Top,Flat Top,123,123H,26,Flat Top,123H,-125.6546278,48.6379917,Flat Top,123,123H,-125.6546278,48.6379917,
123.Gunsight,Gunsight,123,123H,3,Gunsight,123U,-125.3601837,48.78877123,Gunsight,123,123U,-125.3601837,48.78877123,
123.Offshore Barkley,Offshore Barkley,123,123H,2,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Rat's Nose,Rat's Nose,123,123H,409,Rat's Nose,123H,-125.651125,48.5999472,Rat's Nose,123,123H,-125.651125,48.5999472,
123.Sub Area 123H,Sub Area 123H,123,123H,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Wouwer Island - 3 nm offshore,Wouwer Island - 3 nm offshore,123,123H,4,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Amphitrite Pt - 4 nm offshore,Amphitrite Pt - 4 nm offshore,123,123N,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Big Bank,Big Bank,123,123N,15,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Cabbage Patch,Cabbage Patch,123,123N,34,Cabbage Patch,123N,-125.5744171,48.8701349,Cabbage Patch,123,123N,-125.5744171,48.8701349,
123.Deep Hole,Deep Hole,123,123N,3,Deep Hole,123N,-125.6588191,48.95412598,Deep Hole,123,123N,-125.6588191,48.95412598,
123.Humphries Reef - 3 nm offshore,Humphries Reef - 3 nm offshore,123,123N,7,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Lighthouse Bank,Lighthouse Bank,123,123N,197,Lighthouse Bank,123N,-125.6156158,48.88187651,Lighthouse Bank,123,123N,-125.6156158,48.88187651,
123.Little Beach (103),Little Beach (103),123,123N,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Outside South,Outside South,123,123N,11,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.South Bank,South Bank,123,123N,299,South Bank,123N,-125.6712341,48.84709527,South Bank,123,123N,-125.6712341,48.84709527,
123.South Lighthouse,South Lighthouse,123,123N,2,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Southwest Bank,Southwest Bank,123,123N,80,Southwest Bank,123N,-125.7989502,48.81952414,Southwest Bank,123,123N,-125.7989502,48.81952414,
123.Southwest Corner,Southwest Corner,123,123N,3,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Steep Edge - Big Bank,Steep Edge - Big Bank,123,123N,73,Steep Edge - Big Bank,123N,-125.7618713,48.67418666,Steep Edge - Big Bank,123,123N,-125.7618713,48.67418666,
123.SW Corner - Big Bank,SW Corner - Big Bank,123,123N,48,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.The Wreck,The Wreck,123,123N,8,The Wreck,123N,-125.826416,48.74668156,The Wreck,123,123N,-125.826416,48.74668156,
123.Turtle Head,Turtle Head,123,123N,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Wya Pt - 2 nm offshore,Wya Pt - 2 nm offshore,123,123N,4,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Wya Pt - 3 nm offshore,Wya Pt - 3 nm offshore,123,123N,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Amphitrite Pt,Amphitrite Pt,123,123P,168,Amphitrite Pt,123P,-125.5417619,48.91576153,Amphitrite Pt,123,123P,-125.5417619,48.91576153,
123.Big Beach,Big Beach,123,123P,20,Big Beach,123P,-125.560182,48.93142407,Big Beach,123,123P,-125.560182,48.93142407,
123.Eagle's Nest,Eagle's Nest,123,123P,4,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Florencia,Florencia,123,123P,17,Florencia,123P,-125.6202078,48.96486405,Florencia,123,123P,-125.6202078,48.96486405,
123.Florencia Bay,Florencia Bay,123,123P,34,Florencia Bay,123P,-125.6300354,48.98292087,Florencia Bay,123,123P,-125.6300354,48.98292087,
123.Florencia Island,Florencia Island,123,123P,2,#N/A,#N/A,#N/A,#N/A,Florencia,123,123P,-125.6202078,48.96486405,
123.George Fraser Islands,George Fraser Islands,123,123P,5,#N/A,#N/A,#N/A,#N/A,George Fraser Islands,23,23O,-125.5019505,48.90518652,
123.Little Beach,Little Beach,123,123P,87,Little Beach,123P,-125.5548342,48.92163556,Little Beach,123,123P,-125.5548342,48.92163556,
123.Mara Rock,Mara Rock,123,123P,12,Mara Rock,123P,-125.4312408,48.86835226,Mara Rock,123,123P,-125.4312408,48.86835226,
123.Red Can,Red Can,123,123P,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Sub Area 23P,Sub Area 23P,123,123P,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Wya Point,Wya Point,123,123P,1283,Wya Point,123P,-125.6201962,48.9650818,Wya Point,123,123P,-125.6201962,48.9650818,
123.Cape Beale,Cape Beale,123,123R,162,Cape Beale,123R,-125.2179232,48.78596436,Cape Beale,123,123R,-125.2179232,48.78596436,
123.Keeha Bay,Keeha Bay,123,123R,1,Keeha Bay,123R,-125.1817846,48.77466041,Keeha Bay,123,123R,-125.1817846,48.77466041,
123.Pachena Bay,Pachena Bay,123,123R,111,Pachena Bay,123R,-125.1460251,48.76672091,Pachena Bay,123,123R,-125.1460251,48.76672091,
123.Sub Area 23I,Sub Area 23I,123,123R,4,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Janit Reef,Janit Reef,123,123T,2,Janit Reef,123T,-125.3684235,48.83850917,Janit Reef,123,123T,-125.3684235,48.83850917,
123.N/A,N/A,123,123T,2,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.12 Mile,12 Mile,123,123U,27,12 Mile,123U,-125.4659271,48.68914728,12 Mile,123,123U,-125.4659271,48.68914728,
123.7 Mile Bank/ Cape Beale Spit,7 Mile Bank/ Cape Beale Spit,123,123U,89,7 Mile Bank/ Cape Beale Spit,123U,-125.330658,48.7190552,7 Mile Bank/ Cape Beale Spit,123,123U,-125.330658,48.7190552,
123.7 Mile Bank/Cape Beale Spit,7 Mile Bank/Cape Beale Spit,123,123U,2,#N/A,#N/A,#N/A,#N/A,7 Mile Bank/ Cape Beale Spit,123,123U,-125.330658,48.7190552,
123.Adipose,Adipose,123,123U,2,Adipose,123N,-125.5713272,48.83670138,Adipose,123,123N,-125.5713272,48.83670138,
123.Big Gully,Big Gully,123,123U,7,Big Gully,123U,-125.5737305,48.59205087,Big Gully,123,123U,-125.5737305,48.59205087,
123.Dinosaur,Dinosaur,123,123U,3,Dinosaur,123U,-125.3773499,48.69096039,Dinosaur,123,123U,-125.3773499,48.69096039,
123.Pachena Bay - 3 nm offshore,Pachena Bay - 3 nm offshore,123,123U,1,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
123.Pachena Bay - 4 nm offshore,Pachena Bay - 4 nm offshore,123,123U,4,#N/A,#N/A,#N/A,#N/A,#N/A,123,#N/A,-,-,
124.Ahous Point - Offshore,Ahous Point - Offshore,124,124C,5,Ahous Point - Offshore,124C,-126.0631285,49.1152884,Ahous Point - Offshore,124,124C,-126.0631285,49.1152884,
124.Alien Head,Alien Head,124,124C,5,Alien Head,124W,-125.948433,48.99583,Alien Head,124,124W,-125.948433,48.99583,
124.Chicken Ranch,Chicken Ranch,124,124C,143,Chicken Ranch,124C,-126.195488,48.9662446,Chicken Ranch,124,124C,-126.195488,48.9662446,
124.Cox Point - 2 nm offshore,Cox Point - 2 nm offshore,124,124C,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Cox Point - Offshore,Cox Point - Offshore,124,124C,6,Cox Point - Offshore,124C,-125.9375147,49.06010454,Cox Point - Offshore,124,124C,-125.9375147,49.06010454,
124.Lennard Light - 1 nm offshore,Lennard Light - 1 nm offshore,124,124C,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Lennard Light - 5 nm offshore,Lennard Light - 5 nm offshore,124,124C,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Long Beach,Long Beach,124,124C,8,Long Beach,124V,-125.7241378,49.03495085,Long Beach,124,124V,-125.7241378,49.03495085,
124.Panties,Panties,124,124C,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.PS,PS,124,124C,4,PS,124C,-125.94435,49.06727,PS,124,124C,-125.94435,49.06727,
124.Three Humps,Three Humps,124,124C,2,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Blunden - 5 nm offshore,Blunden - 5 nm offshore,124,124G,2,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Blunden Island - Offshore,Blunden Island - Offshore,124,124G,50,Blunden Island - Offshore,124G,-126.1741843,49.15267998,Blunden Island - Offshore,124,124G,-126.1741843,49.15267998,
124.Cleland,Cleland,124,124G,5,#N/A,#N/A,#N/A,#N/A,Cleland Island,124,124G,-126.1010742,49.15790945,
124.Cleland Island,Cleland Island,124,124G,2,Cleland Island,124G,-126.1010742,49.15790945,Cleland Island,124,124G,-126.1010742,49.15790945,
124.Cleland Isle,Cleland Isle,124,124G,2,#N/A,#N/A,#N/A,#N/A,Cleland Island,124,124G,-126.1010742,49.15790945,
124.Panties,Panties,124,124G,6,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Rafel Point,Rafel Point,124,124G,2,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Raffael - Offshore,Raffael - Offshore,124,124G,5,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Reefs,Reefs,124,124G,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Barney Rocks - 4 nm offshore,Barney Rocks - 4 nm offshore,124,124H,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Barney Rocks - 5 nm offshore,Barney Rocks - 5 nm offshore,124,124H,5,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Hot Springs - Offshore,Hot Springs - Offshore,124,124H,20,Hot Springs - Offshore,124H,-126.3642687,49.32589286,Hot Springs - Offshore,124,124H,-126.3642687,49.32589286,
124.Rafael - 1 nm offshore,Rafael - 1 nm offshore,124,124H,2,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Rafael - 2 nm offshore,Rafael - 2 nm offshore,124,124H,6,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Rafael - 5 nm offshore,Rafael - 5 nm offshore,124,124H,12,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Rafael - Offshore,Rafael - Offshore,124,124H,102,Rafael - Offshore,124H,-126.2956387,49.26141797,Rafael - Offshore,124,124H,-126.2956387,49.26141797,
124.Cox Point,Cox Point,124,124K,4,Cox Point,124K,-125.8967527,49.09398709,Cox Point,124,124K,-125.8967527,49.09398709,
124.Lennard Light,Lennard Light,124,124K,400,Lennard Light,124K,-125.9296119,49.1068236,Lennard Light,124,124K,-125.9296119,49.1068236,
124.Wickaninnish Is.,Wickaninnish Is.,124,124K,1,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
124.Wilf Rock,Wilf Rock,124,124K,288,Wilf Rock,124K,-125.9749493,49.13521591,Wilf Rock,124,124K,-125.9749493,49.13521591,
124.Blunden,Blunden,124,124M,175,Blunden,124M,-126.0543937,49.17422865,Blunden,124,124M,-126.0543937,49.17422865,
124.Plover Reefs,Plover Reefs,124,124M,12,Plover Reefs,124M,-126.0826776,49.17940984,Plover Reefs,124,124M,-126.0826776,49.17940984,
124.Tree Island,Tree Island,124,124M,161,Tree Island,124M,-126.0557556,49.17171582,Tree Island,124,124M,-126.0557556,49.17171582,
124.Tree Island (unused),Tree Island (unused),124,124M,21,Tree Island (unused),124M,-126.0542107,49.17407262,Tree Island (unused),124,124M,-126.0542107,49.17407262,
124.Barney Rocks,Barney Rocks,124,124O,86,Barney Rocks,124O,-126.2806648,49.33948433,Barney Rocks,124,124O,-126.2806648,49.33948433,
124.Rafael,Rafael,124,124O,63,Rafael,124O,-126.238655,49.28047001,Rafael,124,124O,-126.238655,49.28047001,
124.Box Island,Box Island,124,124V,9,Box Island,124V,-125.7869446,49.05627763,Box Island,124,124V,-125.7869446,49.05627763,
124.Florencia Bay,Florencia Bay,124,124V,2,#N/A,#N/A,#N/A,#N/A,Florencia Bay,123,123P,-125.6300354,48.98292087,
124.Gowland Rocks,Gowland Rocks,124,124V,145,Gowland Rocks,124V,-125.86015,49.07021709,Gowland Rocks,124,124V,-125.86015,49.07021709,
124.Long Beach,Long Beach,124,124V,34,Long Beach,124V,-125.7241378,49.03495085,Long Beach,124,124V,-125.7241378,49.03495085,
124.Portland Point,Portland Point,124,124V,42,Portland Point,124V,-125.8310342,49.05764442,Portland Point,124,124V,-125.8310342,49.05764442,
124.Quisitis Point,Quisitis Point,124,124V,39,Quisitis Point,124V,-125.6867032,49.00266977,Quisitis Point,124,124V,-125.6867032,49.00266977,
124.Sub Area 23P,Sub Area 23P,124,124V,2,#N/A,#N/A,#N/A,#N/A,#N/A,124,#N/A,-,-,
